,ra,dec,clusterid,source_id,l,b,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,pmra_pmdec_corr,phot_bp_mean_mag,phot_g_mean_mag,phot_rp_mean_mag,bp_rp,phot_bp_rp_excess_factor,ps_id,ra_ps,dec_ps,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,ymag,e_ymag,catwise_id,ra_cat,dec_cat,pmra_cat,pmdec_cat,e_pmra_cat,e_pmdec_cat,snrw1pm,snrw2pm,w1mpropm,e_w1mpropm,w2mpropm,e_w2mpropm,chi2pmra_cat,chi2pmdec_cat,phot_bp_rp_excess_factor_c,fpm0,log_fpm0,p_gal_mean,p_qso_mean,p_star_mean,z_gaia,z_ph_xgb,z_ph_tab,z_ph_ftt,z_ph,z_xp_nn,ps1_good,sep_mean,sep_min,sep_max,"z_diff(max,z_ph)",dis(max),qso_num,S_colour,Wen_BCG_RA,Wen_BCG_DEC,Zou_BCG_RA,Zou_BCG_DEC,eROSITA_cluster_RA,eROSITA_cluster_DEC,Grade
39,36.0043535,-11.76059262,31458,5150686203414489344,182.16583651,-63.3952642,0.8,0.6,0.3,0.6,1.1,0.7,0.3,20.2791,20.0743,19.7621,0.517,1.1617,93880360043947683,36.004356,-11.7605915,20.214,0.056,20.13,0.055,20.119,0.034,20.292,0.051,20.104,0.106,b'0355m122_b0-008583',36.00440250000001,-11.7606072,-0.04774,-0.05243,0.0279,0.0275,31.8,31.0,16.383,0.034,15.243,0.035,2.61,0.26,-0.0186,0.118,-0.928,0.0,1.0,0.0,1.2093,1.1998,1.2181,1.1808,1.1996,,True,36.74985,36.74985,36.74985,0.019200000000000102,304.7688017760973,2.0,0.9292000000000004,,,,,,,A
40,9.50130195,-12.52034148,31786,2376873320089254272,110.11908349,-75.05691963,-0.6,1.5,0.6,1.8,4.0,1.7,0.5,20.4778,20.5842,20.0928,0.385,1.4618,92970095012445992,9.501299,-12.520343,21.139,0.034,20.851,0.029,20.258,0.052000000000000005,20.011,0.022,19.915,0.043,b'0092m122_b0-002873',9.501276,-12.5203938,0.006409999999999999,0.027180000000000003,0.0151,0.0153,48.9,58.3,15.533,0.022,14.372,0.019,0.02,0.3,0.2897,0.003,-2.521,0.0,1.0,0.0,1.5851,1.1119,1.4284,1.3339,1.2914,,True,24.11022,24.11022,24.11022,0.3403999999999998,204.25942034619226,2.0,0.8353000000000002,,,,,,,A
41,9.50724023,-12.51698779,31786,2376873315794279296,110.14372705,-75.05480599,-0.7,1.2,-0.6,1.3,-0.1,1.1,0.4,21.0105,20.3984,19.4049,1.6056,1.4636,92970095072079977,9.507242,-12.516988,21.342,0.067,20.608,0.024,19.809,0.024,19.514,0.028,19.27,0.055,b'0092m122_b0-002037',9.5072132,-12.516987599999998,0.0016699999999999998,-0.00225,0.012,0.0117,56.3,73.2,15.316,0.019,13.908,0.015,2.16,3.16,0.1806,0.104,-0.981,0.003,0.997,0.0,,1.6315,1.6193,1.6445,1.6318,,True,24.11022,24.11022,24.11022,0.3403999999999998,204.25942034619226,2.0,0.8353000000000002,,,,,,,A
42,29.68197675,-13.89500942,32331,5149217290239630720,176.1575356,-69.46769038,-1.3,0.8,-0.4,0.6,-1.0,0.7,0.2,20.401,20.2152,19.8807,0.5203,1.1840000000000002,91320296819566410,29.681976,-13.895009,20.324,0.033,20.15,0.035,20.042,0.014,20.109,0.017,20.056,0.075,b'0294m137_b0-023407',29.6818637,-13.8951165,0.02044,0.07636,0.0833,0.0822,13.8,10.2,17.417,0.079,16.579,0.106,1.11,1.27,0.0035,0.13699999999999998,-0.8640000000000001,0.0,0.999,0.0,0.7694,2.2594,2.2884,2.901,2.4829,,True,35.7216,35.7216,35.7216,0.2437999999999998,294.4444670664355,2.0,0.8670999999999995,29.68602,-13.91255,,,,,A
43,29.68766877,-13.90325137,32331,5149217187160406016,176.18548729,-69.46922482,0.0,0.4,0.2,0.3,-0.4,0.3,0.2,19.7912,19.7115,19.3205,0.4706,1.2772,91310296876946490,29.687668,-13.903251999999998,19.754,0.017,19.67,0.02,19.54,0.009000000000000001,19.334,0.016,19.293,0.03,b'0294m137_b0-008734',29.687649,-13.9032118,0.00481,0.02979,0.038,0.036000000000000004,28.4,23.8,16.522000000000002,0.038,15.597,0.046,2.57,0.67,0.0998,0.499,-0.302,0.0,1.0,0.0,2.2726,2.2669,2.2348,2.2157,2.2391,,True,35.7216,35.7216,35.7216,0.2437999999999998,294.4444670664355,2.0,0.8670999999999995,29.68602,-13.91255,,,,,A
44,64.04902637,-14.12000068,32423,3176425153466760064,208.38954436,-40.70636181,-0.6,0.3,-0.1,0.3,-0.8,0.3,0.1,19.606,19.451,18.9322,0.6738,1.3075,91050640489946395,64.04903,-14.119998999999998,19.25,0.014,19.059,0.011,19.329,0.015,18.976,0.012,18.879,0.094,b'0636m137_b0-002117',64.04909789999999,-14.1200155,0.01827,0.01338,0.0086,0.0085,67.2,79.6,14.677,0.016,13.764,0.014,9.51,0.75,0.1172,0.042,-1.3769999999999998,0.0,1.0,0.0,0.4943,0.8476,0.8773,0.8087,0.8445,,True,30.28445,30.28445,30.28445,0.7984,256.549697909394,2.0,0.8650000000000002,,,,,,,A
45,64.04986546,-14.12837358,32423,3176425149172340480,208.40008271,-40.70899818,-1.2,0.9,-0.0,0.9,0.6,1.0,-0.0,21.2904,20.6242,20.192,1.0985,1.0194,91040640498236394,64.04986600000001,-14.128371,20.719,0.041,20.638,0.025,20.256,0.016,20.346,0.053,20.344,0.134,b'0636m137_b0-011454',64.0498509,-14.1283425,-0.03285,-0.04583,0.0312,0.0333,28.4,28.0,16.605,0.038,15.467,0.039,3.95,0.12,-0.2069,0.155,-0.81,0.0,1.0,0.0,0.1423,1.5683,1.7226,1.6377,1.6429,,True,30.28445,30.28445,30.28445,0.7984,256.549697909394,2.0,0.8650000000000002,,,,,,,A
46,302.27907591,-15.26202698,32866,6877591191907980032,27.40657505,-23.92251631,-0.2,0.3,0.1,0.4,0.1,0.2,0.3,19.6311,19.252,18.6637,0.9675,1.2352,89683022790765929,302.27908,-15.262028,20.058,0.034,19.421,0.024,19.155,0.015,19.218,0.021,18.801,0.075,b'3020m152_b0-012170',302.279098,-15.2620174,-0.007940000000000001,-0.00646,0.0147,0.015,51.4,55.7,15.322,0.021,14.218,0.019,1.47,0.73,0.0213,1.9,0.279,0.001,0.999,0.0,1.3402,1.3089,1.3475,1.3321,1.3295,,True,30.55316,30.55316,30.55316,0.5315,256.54977514258843,2.0,0.6609999999999994,,,,,,,A
47,302.28641039999997,-15.25734076,32866,6877591196207684992,27.41434833,-23.92715769,-2.0,1.3,0.9,1.6,0.1,0.8,0.4,20.7039,20.6178,19.8834,0.8205,1.4978,89693022864071534,302.2864,-15.257341,20.754,0.1,20.735,0.029,20.384,0.068,19.908,0.04,19.705,0.048,b'3020m152_b0-012404',302.2864024,-15.257406,-0.0126,-0.00306,0.0151,0.0146,53.4,54.1,15.233,0.02,14.33,0.02,5.88,1.47,0.2965,0.119,-0.925,0.0,1.0,0.0,4.1029,0.7511,0.8142,0.8286,0.7979999999999999,,True,30.55316,30.55316,30.55316,0.5315,256.54977514258843,2.0,0.6609999999999994,,,,,,,A
48,20.37523869,-15.89413369,33148,2454630954204077056,156.29502555,-76.77662979,-0.6,0.4,0.6,0.5,-0.1,0.3,0.1,20.1265,19.9655,19.7991,0.3275,1.1159,88920203751777242,20.375246,-15.89413,20.272,0.017,20.051,0.016,19.951,0.038,20.009,0.024,19.683,0.061,b'0203m152_b0-008310',20.3752558,-15.8941723,-0.06398999999999999,0.08716,0.029,0.0288,35.0,30.0,16.345,0.031,15.283,0.036000000000000004,0.8,4.7,-0.053,0.426,-0.371,0.0,1.0,0.0,1.1194,1.1692,1.1082,1.1547,1.144,,True,27.860609999999998,27.860609999999998,27.860609999999998,0.09309999999999996,232.04054081594367,2.0,0.8847000000000008,,,,,,,A
49,20.38218087,-15.89804707,33148,2454630984268726784,156.32885748,-76.77659868,0.5,0.5,0.4,0.5,-0.8,0.4,0.1,20.372,20.1107,19.8208,0.5512,1.1199,88920203821472726,20.382177,-15.898048,20.4,0.032,20.002,0.014,19.995,0.037000000000000005,20.017,0.037000000000000005,19.683,0.038,b'0203m152_b0-004955',20.3821501,-15.8981164,-0.01226,-0.01113,0.0231,0.0234,39.0,36.0,15.998,0.028,15.088,0.03,0.84,1.49,-0.0624,0.042,-1.381,0.0,1.0,0.0,2.3372,1.276,1.2592,1.1763,1.2371,,True,27.860609999999998,27.860609999999998,27.860609999999998,0.09309999999999996,232.04054081594367,2.0,0.8847000000000008,,,,,,,A
50,43.7189831,-17.13942708,33695,5153378563793489920,200.08661747,-59.8187556,-0.2,0.2,0.1,0.2,0.4,0.2,0.2,18.7536,18.6275,18.251,0.5026,1.2411,87430437189213030,43.718983,-17.139426999999998,19.22,0.036000000000000004,18.679,0.006999999999999999,18.497,0.005,18.715,0.011,18.562,0.054000000000000006,b'0440m167_b0-003087',43.71906170000001,-17.1394016,0.00184,0.01042,0.0136,0.0133,50.4,60.9,15.556,0.022,14.351,0.018000000000000002,4.03,0.0,0.0616,0.727,-0.138,0.0,1.0,0.0,1.9796,1.8497,1.9655,1.6515,1.8222,1.7717,True,23.8931,23.8931,23.8931,0.12919999999999998,202.2900900794856,2.0,0.7837000000000007,,,,,,,A
51,43.72479797,-17.13579767,33695,5153378563793490816,200.08469246,-59.81218958,0.1,0.3,-0.4,0.3,-0.0,0.3,0.2,19.5899,19.3515,18.7615,0.8284,1.3071,87430437247547409,43.72479600000001,-17.135798,19.818,0.046,19.645,0.034,19.168,0.011,19.048,0.017,19.029,0.04,b'0440m167_b0-003390',43.724772,-17.1358087,-0.02278,-0.00333,0.0163,0.0156,48.1,45.0,15.573,0.023,14.796,0.024,2.02,0.1,0.1051,0.677,-0.16899999999999998,0.001,0.999,0.0,1.4169999999999998,1.5067,1.8272,1.745,1.693,,True,23.8931,23.8931,23.8931,0.12919999999999998,202.2900900794856,2.0,0.7837000000000007,,,,,,,A
52,31.02787213,-19.40403878,34634,5137294323586630016,191.92029502,-71.63628944,0.7,0.4,-0.1,0.3,0.2,0.3,0.3,19.8705,19.6953,19.2555,0.615,1.2483,84710310278075482,31.027855,-19.404047,20.058,0.039,19.911,0.015,19.791,0.013,19.806,0.02,19.655,0.076,b'0304m197_b0-005980',31.0278123,-19.4040343,-0.02114,-0.02061,0.0221,0.0206,40.3,42.8,16.127,0.027000000000000003,14.89,0.025,0.52,0.4,0.062,1.151,0.061,0.0,1.0,0.0,4.6595,1.3654,1.4215,1.3597,1.3822,,True,28.8725,28.8725,28.8725,0.8088000000000001,243.2429818690316,2.0,0.8043999999999996,31.02996,-19.40841,,,,,A
53,31.03369301,-19.40988522,34634,5137294254867150336,191.9448883,-71.63421978,-0.4,0.6,-1.0,0.6,1.0,0.6,0.4,20.2142,20.2491,19.5712,0.643,1.5349,84700310336638450,31.033672,-19.409897,20.194000000000006,0.046,20.119,0.05,19.924,0.012,19.891,0.036000000000000004,19.562,0.024,b'0304m197_b0-002967',31.03357,-19.4098274,-0.01599,0.02576,0.0155,0.0149,52.2,47.9,15.51,0.021,14.72,0.023,0.08,0.75,0.3467,0.009000000000000001,-2.055,0.0,1.0,0.0,0.5902,0.5764,0.5748,0.5692,0.5734,,True,28.8725,28.8725,28.8725,0.8088000000000001,243.2429818690316,2.0,0.8043999999999996,31.02996,-19.40841,,,,,A
54,203.60759409,59.31256750000001,3483,1662262947549873792,112.8762973,56.96845534,-0.6,0.5,-0.8,0.5,0.3,0.5,-0.0,20.4612,20.2456,19.8672,0.594,1.1909999999999998,179172036078305692,203.6076,59.312565,20.495,0.031,20.483,0.032,20.345,0.017,20.133,0.043,19.555,0.2,b'2044p590_b0-014733',203.6076468,59.3124976,0.02392,-0.02916,0.0335,0.0376,32.4,25.9,16.863,0.033,15.84,0.042,0.02,5.45,0.0061,0.16,-0.797,0.0,1.0,0.0,2.322,2.2818,2.2798,2.2786,2.2801,,True,26.928829999999998,26.928829999999998,26.928829999999998,0.7796000000000001,227.891262126738,2.0,0.7149999999999999,,,,,,,A
55,203.6171331,59.30688861,3483,1662262951845454336,112.86461581,56.97238113,-0.5,1.4,1.0,1.9,1.1,1.7,-0.3,20.3167,20.79,20.059,0.2577,1.9468,179162036172969074,203.61713,59.30688000000001,21.118,0.047,20.982,0.045,20.67,0.03,20.464,0.119,20.018,0.189,b'2044p590_b0-009779',203.6171905,59.3069282,-0.02468,-0.05573,0.0247,0.0257,38.1,36.4,16.532,0.029,15.453,0.03,0.1,0.62,0.7816,0.032,-1.491,0.0,1.0,0.0,4.5191,1.5083,1.5947,1.3986,1.5005,,True,26.928829999999998,26.928829999999998,26.928829999999998,0.7796000000000001,227.891262126738,2.0,0.7149999999999999,,,,,,,A
56,49.36649962,-22.62981237,36044,5099260395316116352,213.36503559,-56.69237469,0.0,0.6,-0.1,0.6,-0.4,0.8,0.2,20.5929,20.3304,19.7331,0.8597,1.2992,80840493664854573,49.366497,-22.629812,20.597,0.048,20.313,0.049,20.122,0.029,20.077,0.034,19.858,0.06,b'0488m228_b0-006741',49.3665446,-22.6298354,-0.01517,0.029110000000000007,0.0247,0.024,33.3,37.9,16.355999999999998,0.033,15.091,0.029,0.17,3.9,0.0946,0.273,-0.564,0.0,1.0,0.0,2.5179,1.4472,1.393,1.4264,1.4222,,True,18.0405,18.0405,18.0405,0.7222000000000002,152.28288954398857,2.0,0.6131,,,,,,,A
57,49.37149289,-22.6278449,36044,5099260433971314816,213.36380706,-56.68740906,0.2,0.3,0.1,0.3,-0.3,0.3,-0.0,19.4974,19.3029,19.002,0.4954,1.1617,80840493714746939,49.371494,-22.627844,19.545,0.008,19.489,0.006999999999999999,19.318,0.017,19.228,0.025,19.198,0.059,b'0488m228_b0-009414',49.3715055,-22.6278644,-0.02349,0.00603,0.03,0.0317,29.4,29.0,16.54,0.037000000000000005,15.457,0.037000000000000005,0.39,0.41,-0.0173,1.004,0.002,0.0,1.0,0.0,2.8889,2.1927,2.1084,2.1321,2.1444,,True,18.0405,18.0405,18.0405,0.7222000000000002,152.28288954398857,2.0,0.6131,,,,,,,A
58,80.52206498,-24.00063098,36627,2958204943266266368,226.48432676,-29.63509177,0.1,0.2,0.1,0.2,0.3,0.2,-0.0,19.6645,19.3787,18.8834,0.7812,1.2216,79190805220869694,80.522064,-24.000631,19.646,0.013,19.411,0.026,19.338,0.019,19.069000000000006,0.023,18.954,0.034,b'0809m243_b0-010616',80.52206509999998,-24.000619600000004,0.00574,0.00461,0.0234,0.0256,35.9,39.0,16.224,0.03,15.004,0.028,0.07,0.23,0.0234,1.376,0.139,0.0,1.0,0.0,1.4502,2.0162,2.1355,2.1598,2.1038,,True,37.19912,37.19912,37.19912,0.42800000000000016,315.02257509884635,2.0,0.8952000000000006,,,,,,,A
59,80.53332756,-23.99967602,36627,2958204938968857728,226.48708572,-29.62504084,-0.1,0.5,-0.4,0.3,0.2,0.5,-0.1,20.5356,20.2791,19.9031,0.6325,1.1678,79200805332910683,80.533325,-23.999681,20.852,0.068,20.569000000000006,0.065,20.257,0.025,20.242,0.043,20.138,0.085,b'0809m243_b0-024956',80.53336879999998,-23.9996425,0.01231,0.01991,0.0489,0.0547,18.5,21.1,17.127,0.059,15.821,0.052000000000000005,1.32,3.9,-0.0197,0.444,-0.35200000000000004,0.0,1.0,0.0,2.5572,1.6951,1.6769999999999998,1.6554,1.6758,,True,37.19912,37.19912,37.19912,0.42800000000000016,315.02257509884635,2.0,0.8952000000000006,,,,,,,A
60,57.54461139,-25.03972488,37015,5083561911891919872,220.35054219,-50.02174161,-0.0,0.1,-0.1,0.1,-0.1,0.1,-0.4,18.7825,18.5644,18.2242,0.5584,1.169,77950575445132612,57.544613,-25.039724,18.558,0.017,18.358,0.005,18.493,0.033,18.548,0.034,18.421,0.02,b'0583m258_b0-002125',57.5445786,-25.0397387,0.01198,0.00471,0.0094,0.0096,64.3,81.1,15.024,0.017,13.717,0.013,8.47,0.06,-0.0137,4.042,0.607,0.0,1.0,0.0,1.0733,1.0841,1.0682,1.0793,1.0772,1.0618,True,43.99754,43.99754,43.99754,0.6434,372.31863828695055,2.0,0.8290000000000001,,,,,,,A
61,57.55182698,-25.05005114,37015,5083561916187218176,220.36849765,-50.01770823,0.8,1.1,2.8,1.1,-2.4,1.7,-0.6,20.9872,20.7601,20.3863,0.601,1.1823,77940575516950244,57.55181999999999,-25.05006,21.183000000000003,0.065,20.922,0.028,20.647,0.033,20.622,0.048,20.201,0.124,b'0583m258_b0-020869',57.5518209,-25.0500215,-0.09187,0.01944,0.0491,0.0523,20.4,16.3,17.039,0.053,16.172,0.067,2.51,0.06,-0.0031,0.003,-2.467,0.0,1.0,0.0,5.912000000000001,1.7287,1.6861,1.747,1.7206,,True,43.99754,43.99754,43.99754,0.6434,372.31863828695055,2.0,0.8290000000000001,,,,,,,A
62,74.84082286,-25.33212388,37148,2960034255736363904,226.13474731,-34.95814712,-0.3,0.2,-0.2,0.1,0.1,0.2,-0.2,18.8632,18.9075,18.0921,0.7711,1.6475,77600748407761723,74.84082,-25.332127,18.777,0.027000000000000003,18.792,0.013,18.49,0.009000000000000001,18.42,0.029,17.926,0.024,b'0750m258_b0-001306',74.84089250000002,-25.3321072,0.01536,0.01915,0.0055,0.0056,45.2,65.0,13.71,0.024,12.781,0.017,26.56,2.45,0.4501,2.766,0.442,0.0,1.0,0.0,0.4718,0.4307,0.4588,0.4659,0.4518,0.448,True,37.59278,37.59278,37.59278,1.5951999999999995,313.84641730499004,2.0,0.7158999999999992,74.84756,-25.32785,74.8475549631957,-25.327850348626736,,,A
63,74.84939419,-25.32512224,37148,2960034629395949696,226.12924894,-34.94872717,0.1,0.4,0.2,0.4,0.2,0.5,-0.3,20.3644,20.173,19.7591,0.6052,1.2243,77610748493830160,74.84939,-25.32513,20.628,0.055,20.531,0.045,20.108,0.016,19.989,0.038,19.657,0.099,b'0750m258_b0-009982',74.8494681,-25.3250898,0.04175,-0.03775,0.0228,0.0239,35.5,26.5,16.12,0.031,15.435,0.041,13.86,2.52,0.0386,0.6559999999999999,-0.183,0.0,1.0,0.0,2.6976,1.7237,2.5372,1.8801,2.047,,True,37.59278,37.59278,37.59278,1.5951999999999995,313.84641730499004,2.0,0.7158999999999992,74.84756,-25.32785,74.8475549631957,-25.327850348626736,,,A
64,352.64120943,-26.87647071,37779,2332232112914498304,29.09637635,-72.00348444,0.2,0.7,3.1,1.2,-0.7,0.6,-0.3,20.4427,20.1756,19.7644,0.6783,1.1819,75743526412238550,352.6412,-26.87647,20.305,0.032,20.186,0.019,20.03,0.019,19.932,0.039,19.792,0.063,b'3532m273_b0-007737',352.6411746,-26.8765539,-0.0245,0.01242,0.0341,0.0348,20.0,22.4,16.442,0.054000000000000006,15.292,0.049,0.01,1.38,-0.0087,0.009000000000000001,-2.033,0.0,1.0,0.0,1.895,1.8449,1.8999,1.8559,1.8669,,True,10.60569,10.60569,10.60569,0.5222,89.34547391861031,2.0,0.9216000000000004,,,,,,,A
65,352.64360091,-26.87850265,37779,2332231911050597888,29.09048044,-72.00579987,-0.5,0.7,0.1,0.7,0.9,0.6,0.2,20.2515,20.1231,19.8789,0.3726,1.1714,75743526436066165,352.6436,-26.878504,20.166,0.048,19.974,0.039,20.0,0.034,20.044,0.037000000000000005,19.799,0.16,b'3532m273_b0-007882',352.6436237,-26.8785097,-0.03712,-0.0059700000000000005,0.0343,0.0355,10.3,14.5,16.439,0.106,15.237,0.075,0.01,2.13,-0.0,0.128,-0.893,0.0,1.0,0.0,1.3549,1.334,1.3578,1.3423,1.3447,,True,10.60569,10.60569,10.60569,0.5222,89.34547391861031,2.0,0.9216000000000004,,,,,,,A
66,8.87274144,-27.04228828,37866,2343380301826340864,33.41076871,-86.44959577,0.5,0.5,0.4,0.4,-0.2,0.4,0.3,20.0448,19.8176,19.5385,0.5063,1.1326,75540088727369586,8.872731,-27.042292,19.94,0.052000000000000005,19.846,0.031,19.711,0.02,19.802,0.103,19.617,0.08800000000000001,b'0084m273_b0-010397',8.8728392,-27.0422748,-0.017240000000000002,0.01324,0.033,0.0323,31.8,23.6,16.516,0.034,15.605,0.046,3.4,1.04,-0.0471,0.503,-0.298,0.0,1.0,0.0,2.8298,2.895,2.8369,2.8416,2.8578,,True,26.275009999999998,26.275009999999998,26.275009999999998,0.8718000000000001,220.11149017162828,2.0,0.8090000000000004,,,,,,,A
67,8.87348002,-27.04955719,37866,2343380271762240128,33.29387757,-86.45053670000001,0.3,0.3,-0.0,0.3,0.0,0.3,0.3,19.4456,19.1732,18.7679,0.6778,1.1757,75540088735051046,8.873467,-27.04956,19.223,0.032,19.094,0.023,18.922,0.016,18.576,0.048,18.7,0.06,b'0084m273_b0-002261',8.873542,-27.0496071,0.00104,0.0085,0.0136,0.0135,5.2,6.8,15.51,0.209,14.17,0.16,1.67,0.16,-0.0149,2.107,0.324,0.0,1.0,0.0,0.6899,2.007,1.9326,2.0184,1.986,,True,26.275009999999998,26.275009999999998,26.275009999999998,0.8718000000000001,220.11149017162828,2.0,0.8090000000000004,,,,,,,A
68,62.44403718,-29.45690374,38851,4885699125116595584,228.14341619,-46.60618348,0.0,0.3,0.2,0.2,0.0,0.3,-0.1,19.7937,19.638,19.3161,0.4776,1.1946,72650624440711976,62.44404,-29.456903000000004,19.703,0.058,19.48,0.02,19.558,0.028,19.459,0.09,19.746,0.188,b'0617m288_b0-003952',62.4440466,-29.4568915,-0.024880000000000003,0.02347,0.0143,0.0148,50.7,61.8,15.707,0.021,14.401,0.018000000000000002,2.01,1.53,0.0168,1.411,0.15,0.0,1.0,0.0,1.2968,1.2741,1.2959,1.2878,1.2859,,True,26.52917,26.52917,26.52917,0.392,221.99353317106807,2.0,0.8828999999999997,,,,,,,A
69,62.4500856,-29.45174935,38851,4885699125116596992,228.13728126,-46.60013871,-0.1,0.2,0.2,0.2,-0.2,0.2,-0.1,19.3201,19.1904,18.9256,0.3945,1.1807,72650624498658043,62.45009,-29.451748,19.171,0.018000000000000002,19.183,0.025,19.396,0.018000000000000002,19.224,0.125,18.988,0.045,b'0617m288_b0-003256',62.4500618,-29.4517096,0.0043100000000000005,-0.004529999999999999,0.0127,0.0127,55.6,60.3,15.387,0.02,14.412,0.018000000000000002,8.54,1.66,0.008,1.096,0.04,0.0,1.0,0.0,0.9093,0.8663,0.8766,0.9388,0.8939,,True,26.52917,26.52917,26.52917,0.392,221.99353317106807,2.0,0.8828999999999997,,,,,,,A
70,48.51119492,-29.47664038,38864,5058525344932630784,225.7421409,-58.64349958,0.0,0.1,-0.0,0.1,0.0,0.1,-0.6,18.1776,17.9901,17.6153,0.5624,1.2046,72620485111058305,48.511192,-29.476640000000003,18.098,0.006,18.01,0.004,17.878,0.006999999999999999,17.896,0.013,17.924,0.011,b'0480m288_b0-001654',48.5111976,-29.4766271,0.0135,-0.00886,0.0078,0.008,58.8,91.3,14.871,0.018000000000000002,13.533,0.012,13.7,0.27,0.0216,40.04,1.602,0.0,1.0,0.0,1.6919,1.6822,1.6838,1.6776,1.6812,1.7653,True,13.2034,13.2034,13.2034,0.8113,111.80557697309672,2.0,0.7976000000000006,48.52095,-29.47943,,,,,A
71,48.51481788,-29.47476861,38864,5058525349228113408,225.73903426,-58.6402075,,,,,,,,20.6104,20.9954,20.1934,0.417,1.9149,72630485148000575,48.514812,-29.474773,20.803,0.045,20.726,0.1,20.674,0.061,20.476,0.08800000000000001,20.55,0.16399999999999998,b'0480m288_b0-011231',48.51470379999999,-29.4747489,0.03057,-0.06124,0.041,0.0406,24.5,20.3,16.744,0.044,15.9,0.053,0.05,0.42,0.7409,,99.0,0.002,0.998,0.0,0.9997,0.9622,0.7621,0.8852,0.8699,,True,13.2034,13.2034,13.2034,0.8113,111.80557697309672,2.0,0.7976000000000006,48.52095,-29.47943,,,,,A
72,4.86117199,-31.51325834,39624,2316853209416650112,358.85643408,-81.76622551,-0.6,0.5,-0.0,0.5,-0.2,0.5,0.1,20.6099,20.1147,19.4458,1.1641,1.239,70180048611344415,4.861134,-31.51322,,,19.993,0.027000000000000003,19.697,0.026,,,,,b'0052m319_b0-002047',4.861226599999998,-31.5132974,-0.03586,0.01605,0.0121,0.0108,65.1,71.1,15.124,0.017,13.985,0.015,1.27,0.03,0.0061,0.545,-0.264,0.0,0.998,0.002,2.2855,1.6188,1.7142,1.7202,1.6844,,False,12.83357,12.83357,12.83357,0.1674,108.66901080710974,2.0,,,,,,,,A
73,4.8643084000000005,-31.51561611,39624,2316853140697171712,358.83281696,-81.76735257,-0.6,0.5,-0.4,0.6,-0.1,0.5,0.0,20.2535,20.0986,19.7194,0.5341,1.2257,70180048642651574,4.8642707000000005,-31.515583000000003,,,20.165,0.027000000000000003,19.863,0.019,,,,,b'0052m319_b0-006105',4.8642866,-31.5155179,-0.08132,0.02928,0.0262,0.027000000000000003,33.2,30.1,16.105,0.033,15.204,0.036000000000000004,6.56,1.93,0.0444,0.452,-0.345,0.0,1.0,0.0,1.0032,1.5047,1.4865,1.5597,1.517,,False,12.83357,12.83357,12.83357,0.1674,108.66901080710974,2.0,,,,,,,,A
74,57.12124141,-31.58582374,39639,4863482908561858944,230.47710186,-51.42412424,-0.4,0.3,-0.4,0.3,0.1,0.4,-0.2,20.1107,19.9618,19.6788,0.4319,1.1786,70090571211647320,57.12124300000001,-31.585823,,,,,19.997,0.043,,,,,b'0564m319_b0-022829',57.12126410000001,-31.5858439,0.07817,-0.06513,0.0579,0.0573,18.6,15.8,17.274,0.058,16.311,0.069,0.08,0.79,0.0036,0.53,-0.276,0.0,0.997,0.003,2.175,1.9823,2.1145,1.9669,2.0212,,False,53.6448,53.6448,53.6448,1.1865,448.52579987454817,2.0,,,,,,,,A
75,57.12577138,-31.57143081,39639,4863482942921601024,230.45465281,-51.41901732,0.1,0.2,0.0,0.2,0.0,0.2,-0.3,19.2999,19.2531,18.8987,0.4011,1.278,70110571256734591,57.12577,-31.57143,,,,,19.216,0.027000000000000003,,,,,b'0564m319_b0-002266',57.1257796,-31.5714629,-0.00872,0.00944,0.0094,0.0093,63.7,76.7,14.876,0.017,13.985,0.014,1.73,0.37,0.1049,4.273,0.631,0.0,1.0,0.0,0.6832,0.9252,0.6587,0.9203,0.8347,,False,53.6448,53.6448,53.6448,1.1865,448.52579987454817,2.0,,,,,,,,A
76,25.36443849,-31.74335613,39687,5021633641741373312,238.89474969,-78.18196508,0.1,0.2,-0.1,0.1,-0.1,0.1,0.1,18.8684,18.6908,18.3671,0.5013,1.1829,69900253643578266,25.364412,-31.743322,,,,,18.679,0.009000000000000001,,,,,b'0247m319_b0-002939',25.3644272,-31.743380100000003,0.01826,-0.00939,0.015,0.0138,54.9,61.4,15.576,0.02,14.427,0.018000000000000002,1.15,0.0,0.0035,7.061,0.8490000000000001,0.0,0.999,0.001,1.5297,1.525,1.5294,1.5986,1.551,1.5065,False,35.51577,35.51577,35.51577,0.2412000000000001,300.8161468420515,2.0,,25.3678,-31.72277,,,,,A
77,25.36759569,-31.73386306,39687,5021633637444394368,238.84669386,-78.18264916,-0.7,0.4,-0.4,0.3,0.0,0.3,0.1,20.083,19.896,19.5715,0.5114,1.178,69910253675319633,25.367596,-31.733864,,,,,19.866,0.026,,,,,b'0247m319_b0-009201',25.36756,-31.7339035,-0.05647000000000001,-0.07846,0.0323,0.0327,31.3,26.2,16.538,0.035,15.472,0.041,0.01,2.39,-0.0019,0.855,-0.068,0.0,0.999,0.001,1.859,1.7249,1.8635,1.7882,1.7922,,False,35.51577,35.51577,35.51577,0.2412000000000001,300.8161468420515,2.0,,25.3678,-31.72277,,,,,A
