,ra,dec,groupid,dv,sep_max,dis,Wen_BCG_RA,Wen_BCG_DEC,Wen_redshift,Wen_M500,ID in Wen_cat,Zou_BCG_RA,Zou_BCG_DEC,Zou_redshift,Zou_M500,ID in Zou_cat,eROSITA_cluster_RA,eROSITA_cluster_DEC,eROSITA_cluster_redshift,eROSITA_cluster_M500,ID in eROSITA_cat,in_J25,source_id,l,b,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,pmra_pmdec_corr,phot_bp_mean_mag,phot_g_mean_mag,phot_rp_mean_mag,bp_rp,phot_bp_rp_excess_factor,ps_id,ra_ps,dec_ps,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,ymag,e_ymag,catwise_id,ra_cat,dec_cat,pmra_cat,pmdec_cat,e_pmra_cat,e_pmdec_cat,snrw1pm,snrw2pm,w1mpropm,e_w1mpropm,w2mpropm,e_w2mpropm,chi2pmra_cat,chi2pmdec_cat,phot_bp_rp_excess_factor_c,fpm0,log_fpm0,p_gal_mean,p_qso_mean,p_star_mean,z_gaia,z_ph_xgb,z_ph_tab,z_ph_ftt,z_ph,z_xp_nn,ps1_good
10,153.97696135,36.4337626,163509951,155.32281354,10.05487,84.30608163966005,153.96255,36.42219,0.4359,0.7,1203510.0,,,,,,,,,,,not in,754071462608159872,187.23872754,55.91343352,-0.9,2.1,0.2,1.8,-0.7,2.1,-0.3,20.6254,20.8263,19.9711,0.6543,1.798,151721539769811209,153.97696000000005,36.43376,20.966,0.052000000000000005,21.005,0.034,20.804,0.018000000000000002,20.606,0.03,,,b'1548p363_b0-024663',153.97688159999996,36.4338732,0.14018,-0.10456,0.0737,0.0825,15.7,9.3,17.4,0.069,16.667,0.117,0.05,0.12,0.6091,0.041,-1.386,0.0,1.0,0.0,2.2409,2.1397,2.1115,2.185,2.1454,,True
11,153.97866061,36.43132706,163509951,155.32281354,10.05487,84.30608163966005,153.96255,36.42219,0.4359,0.7,1203510.0,,,,,,,,,,,not in,754071466903024896,187.24286555,55.91499006,-1.0,0.7,-1.0,0.9,-0.8,1.0,-0.3,20.4448,20.3785,19.6812,0.7636,1.4824,151711539786608247,153.97865,36.431316,21.08,0.096,20.97,0.036000000000000004,20.702,0.027000000000000003,20.51,0.052000000000000005,20.114,0.192,b'1548p363_b0-016896',153.9787301,36.4313719,-0.04221,0.051529999999999986,0.0482,0.0559,21.5,16.4,16.995,0.05,16.009,0.066,5.34,2.27,0.2855,0.052000000000000005,-1.286,0.001,0.999,0.0,0.4046,2.0515,1.8977,1.9583,1.9692,,True
12,159.96755349999995,33.3852081,181074144,1017.81306603,10.10907,84.70609715775329,,,,,,,,,,,,,,,,not in,749926716088143232,192.37814766,61.03509658,-0.6,0.6,-0.6,0.7,-0.0,0.6,-0.4,20.1643,20.1546,19.5994,0.5649,1.4207,148061599675642840,159.96756000000005,33.38521,20.353,0.029,20.411,0.029,20.286,0.017,20.007,0.03,20.116,0.086,b'1601p333_b0-022936',159.96751709999995,33.385251600000004,-0.01281,0.02705,0.0525,0.0594,17.3,18.2,17.317999999999998,0.063,15.968,0.06,0.04,0.18,0.2375,0.261,-0.583,0.0,1.0,0.0,1.9916,2.0134,1.9891,1.9703,1.9909,,True
13,159.97071588,33.38616352,181074144,1017.81306603,10.10907,84.70609715775329,,,,,,,,,,,,,,,,not in,749926716088143488,192.37583519,61.03767171,0.2,0.4,-0.0,0.4,-0.3,0.4,-0.3,19.832,19.7192,19.3086,0.5234,1.268,148061599706803988,159.97072,33.38616,19.989,0.016,19.834,0.029,19.74,0.016,19.512,0.024,19.402,0.037000000000000005,b'1601p333_b0-007782',159.9707302,33.3861435,-0.033530000000000004,-0.031580000000000004,0.023,0.0263,33.3,38.9,16.430999999999994,0.033,15.012,0.028,3.75,0.07,0.0874,0.603,-0.22,0.0,1.0,0.0,1.9869,1.9985,1.988,1.958,1.9815,,True
14,158.60320075,33.10671947,182712420,247.1931374,11.71878,98.02132683567116,,,,,,,,,,,,,,,,not in,748605034391982976,193.06108741,59.90981433,-1.3,1.0,2.0,1.2,0.1,1.0,-0.6,20.666,20.4166,19.8452,0.8208,1.2889,147721586032368680,158.6032,33.106724,20.766,0.058,20.849,0.034,20.668000000000006,0.033,20.439,0.03,20.064,0.154,b'1583p333_b0-018524',158.603272,33.10674760000001,0.01927,-0.060479999999999985,0.0489,0.0546,21.8,12.5,16.975,0.05,16.271,0.087,0.95,0.2,0.0876,0.017,-1.761,0.0,1.0,0.0,2.016,2.0389,2.1993,2.0756,2.1046,,True
15,158.60452531,33.10977977,182712420,247.1931374,11.71878,98.02132683567116,,,,,,,,,,,,,,,,not in,748605034391983872,193.05490052,59.91080177,0.6,0.4,0.4,0.5,-0.4,0.4,-0.3,20.1389,19.9478,19.5625,0.5764,1.2084,147731586045572331,158.60452,33.10978,20.002,0.025,20.016,0.019,20.021,0.012,19.724,0.032,19.74,0.087,b'1583p333_b0-012057',158.6045011,33.109733,0.06521,-0.0423,0.039,0.0466,25.5,25.1,16.8,0.043,15.555,0.043,0.88,0.57,0.0245,0.443,-0.353,0.0,1.0,0.0,2.0311,2.0169,2.0274,1.9973,2.0139,,True
16,251.14209618,19.5519956,18327,391.73909182,11.09854,88.40622399202879,,,,,,,,,,,,,,,,in,4563051629834062720,38.06049637,36.40678295,-0.1,0.1,0.0,0.1,0.2,0.1,0.3,18.1831,18.0741,17.81,0.3731,1.1927,131462511421042920,251.14209,19.551996,18.232,0.006999999999999999,18.159,0.025,18.284,0.01,18.278,0.031,18.14,0.024,b'2512p196_b0-001931',251.1421314,19.5519999,-0.00513,0.004379999999999999,0.0058,0.0061,77.7,106.9,14.029000000000002,0.014,12.806,0.01,40.96,6.96,0.0213,1.859,0.269,0.0,1.0,0.0,0.1147,0.9504,0.9074,0.972,0.9433,,True
17,251.14520064,19.55296834,18327,391.73909182,11.09854,88.40622399202879,,,,,,,,,,,,,,,,in,4563051732913278208,38.0628667,36.40436116,0.4,0.6,-0.1,0.7,0.3,0.8,0.5,20.409,20.3641,19.6776,0.7314,1.4879,131462511452454060,251.1452,19.55297,20.601,0.013,20.298,0.005,20.357,0.017,20.27,0.027000000000000003,19.819000000000006,0.093,b'2512p196_b0-008870',251.1452074,19.5530518,-0.01412,0.00586,0.0186,0.0211,35.8,34.4,15.803,0.03,15.085,0.032,2.12,0.01,0.2935,0.284,-0.546,0.0,1.0,0.0,0.1163,0.992,0.9568,0.985,0.9779,,True
18,202.81857573,32.238038800000005,187861021,444.84260942,10.31548,72.2545051990531,,,,,,,,,,,,,,,,in,1468662245801159552,65.89842808,79.95874811,-0.2,0.4,0.4,0.3,-0.2,0.3,-0.0,19.7964,19.836,19.2617,0.5347,1.4665,146682028185966231,202.81857,32.238037,20.14,0.018000000000000002,19.76,0.008,19.564,0.011,19.661,0.033,19.368,0.071,b'2029p318_b0-002077',202.8185468,32.2380381,-0.00707,-0.00316,0.0112,0.0127,61.2,60.4,15.134,0.018000000000000002,14.456,0.018000000000000002,6.47,1.63,0.2852,0.508,-0.294,0.001,0.999,0.0,0.6051,0.7278,0.5972,0.6751,0.6667,,True
19,202.82028474,32.24051287,187861021,444.84260942,10.31548,72.2545051990531,,,,,,,,,,,,,,,,in,1468662245801161472,65.90705763,79.95630965,-0.4,1.5,-1.0,1.1,0.4,1.0,-0.0,20.3704,20.7813,19.5377,0.8326,2.382,146682028201609162,202.82027,32.240517,20.687,0.069,20.322,0.043,19.965,0.038,19.83,0.019,19.647,0.077,b'2029p318_b0-003201',202.8202362,32.2404929,-0.00778,-0.02517,0.0153,0.0174,54.6,40.4,15.509,0.02,15.033,0.027000000000000003,3.71,6.88,1.1797,0.087,-1.061,0.038,0.962,0.0,2.7402,0.5037,0.5739,0.5738,0.5504,,True
20,249.0822858,31.77650761,190617744,70.5184195,10.73015,87.3085552326416,,,,,,,,,,,,,,,,in,1324636736643504896,52.64323561,41.35785296,0.2,1.7,0.6,1.2,2.1,1.7,0.4,20.6811,20.866,20.0527,0.6284,1.7502,146132490822912385,249.08228,31.7765,20.694000000000006,0.036000000000000004,20.723000000000006,0.034,20.719,0.03,20.343,0.068,20.112,0.151,b'2488p318_b0-046384',249.0825205,31.7766907,0.10544,-0.02377,0.0693,0.0772,15.6,10.6,17.688,0.07,16.836,0.102,0.98,0.04,0.563,0.038,-1.42,0.001,0.999,0.0,2.4002,2.3741,2.4631,2.3788,2.4054,,True
21,249.08381963,31.77918787,190617744,70.5184195,10.73015,87.3085552326416,,,,,,,,,,,,,,,,in,1324636736643506304,52.64704895,41.35702157,0.2,0.1,0.1,0.1,0.3,0.2,0.3,18.9656,18.7226,18.2618,0.7038,1.2233,146132490838485579,249.08382000000003,31.779188,19.139,0.012,18.913,0.01,18.859,0.011,18.712,0.016,18.429,0.022,b'2488p318_b0-005772',249.0838102,31.779186600000006,0.00147,0.02603,0.0127,0.0148,57.4,55.3,15.66,0.019,14.755999999999998,0.02,1.25,2.46,0.0309,0.955,-0.02,0.0,1.0,0.0,2.4386,2.4645,2.4628,2.4254,2.4509,2.4259,True
22,25.94985263,30.84164532,196233530,1288.22840659,11.21978,94.46303758926057,25.95967,30.81707,0.5223,0.69,1008149.0,,,,,,,,,,,not in,303575400947153664,136.00237605,-30.69767698,0.0,0.5,0.2,0.6,0.0,0.6,0.4,20.3803,20.1208,19.871,0.5093,1.1008,145010259498200568,25.949852,30.841646,20.269,0.033,20.185,0.022,20.091,0.024,19.946,0.047,19.755,0.08800000000000001,b'0260p302_b0-016467',25.9497062,30.8417967,-0.03865,0.05621,0.0352,0.0346,30.3,26.4,16.63,0.036000000000000004,15.505,0.041,1.14,0.18,-0.079,0.489,-0.311,0.0,1.0,0.0,2.5186,2.1689,2.4244,2.3592,2.3175,,True
23,25.95190771,30.83907631,196233530,1288.22840659,11.21978,94.46303758926057,25.95967,30.81707,0.5223,0.69,1008149.0,,,,,,,,,,,not in,303575400947153152,136.00507136,-30.69976072,-0.2,0.3,-0.2,0.3,0.0,0.3,0.4,19.5338,19.1977,18.821,0.7128,1.1276,145000259519087461,25.951908,30.839077000000003,19.762,0.033,19.52,0.028,19.17,0.011,19.128,0.024,19.104,0.052000000000000005,b'0260p302_b0-005581',25.9519112,30.8390945,-0.02041,0.00429,0.0153,0.0149,50.1,56.6,15.714,0.022,14.42,0.019,8.05,0.05,-0.0655,1.254,0.098,0.0,1.0,0.0,1.8848,1.8768,1.884,1.8828,1.8812,,True
24,238.48245358,29.4435632,204739787,669.50053172,10.066989999999999,84.56073375172573,,,,,,,,,,,,,,,,not in,1320823703333267456,47.32834934,50.01292116,0.0,0.3,0.1,0.2,-0.2,0.3,0.3,19.9531,19.6004,19.0776,0.8756,1.2054,143332384824742882,238.48244,29.443563,20.072,0.011,19.831,0.025,19.373,0.02,19.444000000000006,0.009000000000000001,19.307,0.066,b'2382p287_b0-004285',238.4824596,29.4436159,-0.0056700000000000006,0.03055,0.0107,0.0127,62.1,68.2,15.456,0.017,14.422,0.016,9.35,2.33,-0.0004,2.165,0.335,0.0,1.0,0.0,1.1517,1.3366,1.3582,1.3087,1.3345,,True
25,238.48512273,29.44200858,204739787,669.50053172,10.066989999999999,84.56073375172573,,,,,,,,,,,,,,,,not in,1320823703334034304,47.32646761,50.01039975,-1.0,0.9,-1.3,0.8,-1.1,1.1,0.2,20.7834,20.6813,20.0702,0.7132,1.3991,143332384851580978,238.48512,29.441988,21.94,0.01,20.777,0.08900000000000001,20.608,0.04,20.883000000000006,0.042,,,b'2382p287_b0-012320',238.4850902,29.4420127,0.0303,0.0486,0.0253,0.0284,28.5,29.6,16.485,0.038,15.485,0.037000000000000005,0.02,7.27,0.206,0.042,-1.3730000000000002,0.0,1.0,0.0,0.4705,1.0535,1.16,1.2665,1.16,,True
26,133.61901763,9.12883187,22758,232.06120013,11.254489999999999,95.32648710200138,,,,,,,,,,,,,,,,not in,597399031404408192,218.92373588,31.44977696,0.4,1.0,-2.0,1.2,2.6,1.0,-0.6,20.7139,20.5368,19.9973,0.7166,1.3078,118951336190605086,133.61902,9.128833,20.502,0.029,20.687,0.048,20.4,0.031,20.351,0.044,20.303,0.174,b'1332p090_b0-029852',133.6190019,9.1288153,0.013369999999999998,-0.18553,0.0742,0.0812,13.2,12.8,17.511,0.083,16.3,0.085,0.0,0.0,0.1145,0.005,-2.32,0.0,1.0,0.0,2.4049,1.784,1.8784,1.7722,1.8115,,True
27,133.61934793,9.12572268,22758,232.06120013,11.254489999999999,95.32648710200138,,,,,,,,,,,,,,,,not in,597399027109521920,218.92717252,31.44869165,-0.3,0.3,-0.5,0.3,0.4,0.2,-0.3,19.1814,18.9562,18.5542,0.6272,1.1989,118951336193741344,133.61935,9.125721,19.013,0.005,19.084,0.015,18.771,0.008,18.802,0.028,18.758,0.014,b'1332p090_b0-005094',133.6193926,9.1257071,0.00657,0.013330000000000002,0.0148,0.0161,49.5,58.8,15.544,0.022,14.362,0.018000000000000002,3.01,0.2,0.0118,0.244,-0.613,0.0,1.0,0.0,1.6631,1.6667,1.6575,1.6558,1.66,1.6799,True
28,126.16596738,23.95565619,239168732,563.3150255,14.95951,94.4912031079748,,,,,,,,,,,,,,,,in,678304769173344128,199.75532306,30.45983863,0.3,0.3,0.1,0.3,-0.4,0.2,-0.1,19.2768,19.3145,18.5929,0.6839,1.569,136741261659657365,126.16597,23.955656,19.03,0.02,19.203,0.008,18.965,0.025,19.29,0.04,18.679,0.034,b'1255p242_b0-001576',126.1659628,23.9556557,0.00604,-0.01709,0.0063,0.0066,70.0,101.7,13.94,0.016,12.824000000000002,0.011,14.35,12.38,0.378,0.433,-0.364,0.001,0.999,0.0,0.5441,0.514,0.5251,0.5627,0.5339,,True
29,126.16923,23.9527618,239168732,563.3150255,14.95951,94.4912031079748,,,,,,,,,,,,,,,,in,678304769173343744,199.75960558,30.46174673,-0.0,0.2,0.2,0.2,0.0,0.2,-0.2,18.723,18.6785,18.2673,0.4557,1.3109,136741261691813874,126.16923,23.952763,18.643,0.003,18.98,0.017,18.475,0.009000000000000001,18.822,0.009000000000000001,18.329,0.026,b'1255p242_b0-002832',126.1692289,23.952748,0.00356,-0.00599,0.0087,0.0097,63.1,75.2,14.66,0.017,13.791,0.014,4.84,12.52,0.1344,2.983,0.475,0.0,1.0,0.0,0.5345,0.4814,0.5168,0.5739,0.524,0.5258,True
30,169.92992582,1.04058203,26213,104.41185237,13.03895,91.98433404927131,,,,,,,,,,,,,,,,in,3810224264632652032,258.9565349,55.87453189,0.1,0.5,0.3,0.5,-0.1,0.3,0.0,19.7423,19.8268,18.9038,0.8385,1.7689,109241699299429172,169.92991999999995,1.040583,19.853,0.027000000000000003,19.445,0.019,19.121,0.029,19.16,0.03,18.531,0.042,b'1694p015_b0-001117',169.9299169,1.0405596,0.0053,-0.00596,0.0059,0.0067,76.2,108.2,14.113,0.014,12.924,0.01,5.19,4.22,0.5661,0.6629999999999999,-0.179,0.001,0.999,0.0,1.607,0.7572,0.5965,0.6808,0.6782,,True
31,169.93307838,1.03879793,26213,104.41185237,13.03895,91.98433404927131,,,,,,,,,,,,,,,,in,3810224058474221568,258.96291742,55.87507736,-1.2,1.3,-0.8,1.8,-1.8,1.2,0.1,20.3732,20.6405,18.8061,1.5672,3.2078,109241699330987012,169.93307,1.0387974,20.418,0.036000000000000004,19.684,0.038,19.341,0.046,19.107,0.024,18.71,0.044,b'1694p015_b0-001229',169.9330641,1.0388524,0.00305,-0.00228,0.0071,0.0081,67.6,89.1,14.196,0.016,13.313,0.012,25.19,2.46,1.9295,0.023,-1.644,0.042,0.958,0.0,,0.3941,0.4029,0.3959,0.3976,,True
32,220.83717633,20.14040277,264015493,622.52457755,11.758469999999999,93.83070285747304,,,,,,,,,,,,,,,,not in,1237845377554873600,23.69506056,63.49809395,-0.3,0.2,0.2,0.3,0.2,0.2,0.1,18.9917,18.7543,18.3252,0.6666,1.2078,132162208371889030,220.83717,20.140404,19.287,0.016,19.002,0.038,18.991,0.016,18.856,0.016,18.699,0.069,b'2208p196_b0-005627',220.8372107,20.140428600000003,0.00524,-0.00081,0.0149,0.0179,48.6,48.5,15.924,0.022,14.862,0.022,0.41,1.27,0.018000000000000002,1.287,0.109,0.0,1.0,0.0,2.6602,2.6794,2.5864,2.6241,2.63,2.6973,True
